0,314995555
0,259790111
0,0780416148
0,128801115
0,106934464
0,0269784816
0,0034288741
0,0600102579
0,101267818
0,0235672802
0,0928999801
0,0843178874
0,0308076347
0,203607479
0,106924469
0,0119054623
0,101327882
0,0790109685
0,0295308641
0,0149636633
0,00671312117
0,0399975266
0,125672912
0,087231122
0,00830306321
0,0503714091
0,110117448
0,126861298
0,0459820027
0,0103387056
0,120279465
0,134452365
0,0455563831
0,0149786463
0,019470849
0,0257687842
0,0503269111
0,10341714
0,112719136
0,0383839278
0,0437435115
0,175389052
0,217388685
0,101861558
0,00620237841
0,035972804
0,112257766
0,125878979
0,0741803968
0,0240644216
0,00599786914
0,00765662758
0,0193612156
0,0496150024
0,108687311
0,154752706
0,114860635
0,0267186477
0,0325940061
0,148382736
0,208063843
0,122665987
0,0158611655
0,0178599392
0,0838606809
0,100942686
0,0551468604
0,0119779115
0,00564590566
0,016169596
0,0201744657
0,0159909003
0,0103577418
0,00852443763
0,0142344779
0,0252527863
0,0324366804
0,0337331644
0,0460910149
0,0915867904
0,16731903
0,235711118
0,252292333
0,206779064
0,136615545
0,0994209093
0,1286057
0,209094163
0,289935838
0,320380944
0,281294001
0,192126372
0,0942081184
0,0251516639
0,00100147874
0,0142071766
0,0437292228
0,0686958801
0,0777583012
0,0707731327
0,0549289594
0,0386704147
0,027568761
0,0228136256
0,0223622041
0,0230925179
0,0226294784
0,020151241
0,0162637619
0,0122734201
0,00945243778
0,00855651872
0,0096960419
0,0124849544
0,0162872264
0,020448257
0,0244263273
0,0278462429
0,0304797319
0,0321953434
0,0329389917
0,0326785911
0,0314386228
0,0292598206
0,0262557934
0,0226301143
0,0187274235
0,0150695502
0,0122893811
0,0110220811
0,0116725732
0,0141950228
0,0179182692
0,0216710464
0,0242154476
0,0248963848
0,0243012105
0,0243277309
0,0274904773
0,0353123154
0,0465431746
0,0564664897
0,0583853104
0,0475305588
0,0260401757
0,00569054832
0,00524221773
0,0413527647
0,116450748
0,211094601
0,288027692
0,310317518
0,264586594
0,174990135
0,0939240258
0,0708308603
0,11809514
0,199480965
0,254287509
0,241227408
0,168067469
0,0813974546
0,0267492865
0,0152367658
0,0257257839
0,0331392449
0,029808237
0,0222060952
0,0173773892
0,0174472465
0,0197742931
0,0166112932
0,00489971416
0,00309829852
0,0363473012
0,0854970841
0,0867849585
0,0299971186
0,0124991001
0,104399266
0,202315038
0,160328959
0,0379572629
0,0260219106
0,137191379
0,195587605
0,129412535
0,0421477162
0,00987234961
0,00997687332
0,0146703387
0,0277487466
0,0627760905
0,100663773
0,0811129944
0,0168874134
0,0176171814
0,102425035
0,153807858
0,0979449569
0,0137936656
0,0342554145
0,119450209
0,108174127
0,0349070089
0,0225811515
0,0330448604
0,0215935226
0,0194714678
0,0467726321
0,053804319
0,0148659589
0,0414007103
0,0797793292
0,0311588323
0,017244432
0,0259624614
0,0591758384
0,0866954853
0,0165498062
0,0509082284
0,114724646
0,0501173031
0,0146140441
0,0353673265
0,0432432761
0,0591006413
0,0650418474
0,00917693631
0,0740618885
0,0530066566
0,0299176989
0,110040205
0,00748889661
0,10424005
0,0996848615
0,0319016253
0,0477936373
0,0300822267
0,0932525388
0,0194573478
