10501,8012	-90
1350,66645	-89,5
616,942941	-89
212,105495	-88,5
109,267916	-88
15,274175	-87,5
37,9500827	-87
18,9772181	-86,5
19,2846018	-86
3,92772895	-85,5
9,14782217	-85
16,9980648	-84,5
3,58326781	-84
1,4602906	-83,5
3,91810263	-83
1,49178791	-82,5
1,59061952	-82
0,0480918138	-81,5
0,843391772	-81
0,233186241	-80,5
1,22636582	-80
0,00723002756	-79,5
3,14294589	-79
0,747177731	-78,5
1,08752995	-78
2,28644394	-77,5
0,786537187	-77
1,01657809	-76,5
0,442101982	-76
0,623395177	-75,5
0,0277518686	-75
0,989597046	-74,5
0,120474207	-74
0,334523935	-73,5
0,478446255	-73
0,288318557	-72,5
0,110615536	-72
0,174954751	-71,5
0,0762199559	-71
0,092030094	-70,5
0,20348366	-70
0,0661150332	-69,5
0,172470101	-69
0,11408576	-68,5
0,423746745	-68
0,428267921	-67,5
0,259859008	-67
0,256535972	-66,5
0,548355793	-66
0,0956986967	-65,5
0,157177751	-65
0,2296343	-64,5
0,0119516025	-64
0,369914125	-63,5
0,344361391	-63
0,0056496157	-62,5
0,119603543	-62
0,278102572	-61,5
0,0200198493	-61
0,257507729	-60,5
0,160312281	-60
0,0491677051	-59,5
0,088135592	-59
0,257852652	-58,5
0,109775562	-58
0,0600084941	-57,5
0,0839828858	-57
0,0268339614	-56,5
0,00781846218	-56
0,0287818863	-55,5
0,0853557326	-55
0,0238300069	-54,5
0,0881572165	-54
0,110977668	-53,5
0,00379124831	-53
0,0781385601	-52,5
0,0664901467	-52
0,0395608011	-51,5
0,0645051875	-51
0,0429880517	-50,5
0,0153497647	-50
0,00193667312	-49,5
0,0491184079	-49
0,089024569	-48,5
0,0405878495	-48
0,0235886911	-47,5
0,200090532	-47
0,281537418	-46,5
0,104337851	-46
0,04379571	-45,5
0,10557119	-45
0,110065185	-44,5
0,0695866359	-44
0,0987730807	-43,5
0,117164699	-43
0,0756688589	-42,5
0,0844337072	-42
0,12445663	-41,5
0,106746835	-41
0,0286397921	-40,5
0,0324546419	-40
0,145612744	-39,5
0,17113083	-39
0,0777819353	-38,5
0,0202044971	-38
0,0620301757	-37,5
0,140363387	-37
0,155354314	-36,5
0,0919459304	-36
0,0318657086	-35,5
0,0115360342	-35
0,0112826294	-34,5
0,0276194033	-34
0,0509235921	-33,5
0,076776055	-33
0,0965809517	-32,5
0,0730782388	-32
0,0404579865	-31,5
0,0737131026	-31
0,127902769	-30,5
0,127770576	-30
0,109543996	-29,5
0,110149524	-29
0,093200902	-28,5
0,0533568885	-28
0,0334008286	-27,5
0,0403760026	-27
0,0476552851	-26,5
0,0483047726	-26
0,0503474335	-25,5
0,0518790025	-25
0,0487590095	-24,5
0,0458337472	-24
0,0483456837	-23,5
0,052934572	-23
0,052607332	-22,5
0,044393231	-22
0,0303237135	-21,5
0,0151647072	-21
0,00771636236	-20,5
0,0206546065	-20
0,0593035042	-19,5
0,105801076	-19
0,123130499	-18,5
0,0889890175	-18
0,0291968382	-17,5
0,00748142357	-17
0,0704332575	-16,5
0,198641983	-16
0,314882374	-15,5
0,344359328	-15
0,271753167	-14,5
0,147341782	-14
0,0433953834	-13,5
0,00351910383	-13
0,0233450531	-12,5
0,0678400626	-12
0,102332973	-11,5
0,112463572	-11
0,104616761	-10,5
0,0942583737	-10
0,0943787827	-9,5
0,109929632	-9
0,138224223	-8,5
0,172240209	-8
0,204156874	-7,5
0,228495512	-7
0,243992112	-6,5
0,253866395	-6
0,264142852	-5,5
0,280268904	-5
0,30407793	-4,5
0,332245516	-4
0,357373418	-3,5
0,370850064	-3
0,366428154	-2,5
0,342332509	-2
0,301700255	-1,5
0,251059137	-1
0,198074615	-0,5
0,149297102	0
